ID,dataset,split,premise,hypothesis,gold_label,annotator_count,all_present_exact_match,Alternative_KB,Ettore_KB,Jorryt_KB,Lasha_KB,Stefan_KB,Ettore_Jorryt_match,Ettore_Lasha_match,Ettore_Stefan_match,Jorryt_Lasha_match,Jorryt_Stefan_match,Lasha_Stefan_match,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_raw_response,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_KB,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_error,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_raw_response,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_KB,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_error,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_raw_response,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_KB,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_error,LLM__lex_few_shot_precision__openai_gpt-oss-20b_raw_response,LLM__lex_few_shot_precision__openai_gpt-oss-20b_KB,LLM__lex_few_shot_precision__openai_gpt-oss-20b_error,LLM__lex_few_shot_base__openai_gpt-5.4-mini_raw_response,LLM__lex_few_shot_base__openai_gpt-5.4-mini_KB,LLM__lex_few_shot_base__openai_gpt-5.4-mini_error,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_raw_response,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_KB,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_error,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_raw_response,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_KB,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_error,LLM__lex_few_shot_base__openai_gpt-oss-20b_raw_response,LLM__lex_few_shot_base__openai_gpt-oss-20b_KB,LLM__lex_few_shot_base__openai_gpt-oss-20b_error
7764955218.jpg#4r1e,snli,dev,Two men in yellow jackets and black pants have medals.,The men have been given an award at some point.,entailment,2,TRUE,,"(medal, award)","(medal, award)","(medal, award)",,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(medal, award), entails(have, have been given) }","isa_wn(medal, award); isa_wn(have, have been given)",,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment  
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment
relations: { entails(medal, award) }

explanation: A medal is a type of award. The premise states that two men have medals, which entails that they have been given an award at some point. The temporal aspect (""have been given at some point"") is consistent with the possession of medals, as medals are awards that are given to people.","isa_wn(medal, award)",,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment
relations: { entailed(medal, award) }",NO_RELATION,
8021,sick,train,A brown and white dog is playing on the grass,A brown and white dog is playing on the lawn,entailment,2,TRUE,,"(grass, lawn)",,"(grass, lawn)","(grass, lawn)",,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,answer: non‑entailment,NO_RELATION,
8159685316.jpg#1r1e,snli,dev,"Female runners from Japan, Germany and China are running side by side.",The runners are not from the US,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,"answer: non-entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The premise states that female runners are from Japan, Germany, and China. The hypothesis states that the runners are not from the US. This entailment follows directly from the logical structure without requiring any non-trivial lexical relations. If the runners are from Japan, Germany, and China, then they cannot be from the US. No lexical bridge is needed to establish this inference.",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { }

explanation: The premise states that the runners are from Japan, Germany, and China. This directly entails that they are not from the US, since a person cannot simultaneously be from one of these countries and from the US. No lexical entailment relations are needed to explain this logical inference—it follows from the explicit information in the premise that the runners' nationalities are specified as being from these three countries, which by definition excludes the US.",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,
82945847.jpg#0r1n,snli,dev,"Three sisters, barefoot in pink dresses and who range in age from preschool to teenager are pictured on a beach as they look out at the Ocean.","Three sisters, barefoot in pretty pink dresses and who range in age from preschool to teenager",entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { }",NO_RELATION,,"answer: non-entailment

explanation: The hypothesis is incomplete and does not form a full proposition. It lacks a main verb or predicate (the premise has ""are pictured on a beach as they look out at the Ocean,"" but the hypothesis cuts off mid-sentence). Therefore, we cannot evaluate whether the premise entails an incomplete sentence. Additionally, even if we consider the hypothesis as an incomplete description, the addition of the modifier ""pretty"" before ""pink dresses"" introduces new information not stated in the premise, which would require the premise to explicitly state that the dresses are pretty—a detail that is not provided.",NO_RELATION,,"answer: entailment
relations: { entails(pink dress, pretty pink dress) }","isa_wn(pink dress, pretty pink dress)",,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is a substring of the premise (it consists of the opening portion of the premise). The only difference is the addition of the word ""pretty"" modifying ""pink dresses"" in the hypothesis. However, this is not a contradiction—something that is pink can also be described as pretty pink. The hypothesis does not add any contradictory information; it simply truncates the premise and adds a subjective descriptor that is compatible with the premise. Since the premise establishes that the sisters are ""barefoot in pink dresses and who range in age from preschool to teenager,"" the hypothesis (which asserts these same facts, with the addition of ""pretty"") is entailed by the premise.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,answer: non-entailment,NO_RELATION,
8343,sick,dev,A man in a motocross uniform is wearing a helmet and rides a red motorcycle,A person in a motocross uniform is wearing a helmet and rides a red motorcycle,entailment,2,TRUE,,"(man, person)",,"(man, person)","(man, person)",,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment  
relations: { entails(man, person) }","isa_wn(man, person)",
86112925.jpg#0r1e,snli,dev,"A woman in a patterned shirt hands a plate of food to another woman in an apron, while two women work in the background.",Several women collaborate to hand out food.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,,answer: non-entailment,NO_RELATION,,"answer: entailment

relations: { entails(hand, hand out), entails(plate of food, food), entails(work, collaborate) }","isa_wn(hand, hand out); isa_wn(plate of food, food); isa_wn(work, collaborate)",,"answer: entailment
relations: { entails(work, collaborate) }","isa_wn(work, collaborate)",,"answer: entailment
relations: { entails(hand out, hand) }","isa_wn(hand out, hand)",,"answer: entailment
relations: { entails(hands a plate of food to, hand out food), entails(another woman, several women) }","isa_wn(hands a plate of food to, hand out food); isa_wn(another woman, several women)",,"answer: entailment
relations: { entails(hand, hand out), entails(plate of food, food), entails(work, collaborate) }","isa_wn(hand, hand out); isa_wn(plate of food, food); isa_wn(work, collaborate)",,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: {entails(woman in patterned shirt, woman), entails(woman in apron, woman), entails(two women, women), entails(hand food, hand out)}","isa_wn(woman in patterned shirt, woman); isa_wn(woman in apron, woman); isa_wn(two women, women); isa_wn(hand food, hand out)",
8633,sick,dev,"A man is rock climbing, pausing and calculating the route","A man is rock climbing, stopping and calculating the route",entailment,2,TRUE,,"(pause, stop)","(pause, stop)",,"(pause, stop)",TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment  
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pausing, stopping) }","isa_wn(pausing, stopping)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",
89332423.jpg#4r1e,snli,dev,A man holding a large swordfish.,There is a person with a fish.,entailment,2,TRUE,,"(man, person); (swordfish, fish)","(swordfish, fish); (man, person)","(man, person); (swordfish, fish)",,FALSE,FALSE,,FALSE,,,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment  
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment  
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",
9433,sick,dev,The black and white dog is running in a green yard,A black and white dog is running outdoors,entailment,2,TRUE,,"(yard, outdoors)","(yard, outdoors)","(yard, outdoors)",,FALSE,FALSE,,TRUE,,,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoor) }","isa_wn(yard, outdoor)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoor) }","isa_wn(yard, outdoor)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment  
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",
9668,sick,train,A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a horse that is pulling a carriage,entailment,2,TRUE,,"(escort, lead)",,"(escort, lead)","(escort, lead)",,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment  
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment
relations: { entails(escorting, leading), entails(along a paved road, leading) }","isa_wn(escorting, leading); isa_wn(along a paved road, leading)",,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment
relations: { entails(escorting, leading) }","isa_wn(escorting, leading)",,"answer: entailment  
relations: { entails(escort, lead) }","isa_wn(escort, lead)",
vg_len66r1e,snli,train,The cup is shiny.,The cup glitters,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(shiny, glitter) }","isa_wn(shiny, glitter)",,"answer: non-entailment

explanation: While ""shiny"" and ""glitters"" are related concepts, they are not logically equivalent. Something can be shiny without actively glittering (e.g., a matte shiny finish), and the premise describes a static property whereas the hypothesis describes an active process or visual effect. The premise does not entail that the cup actively glitters.

relations: { }",NO_RELATION,,answer: non-entailment,NO_RELATION,,answer: non-entailment,NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: non-entailment

explanation: While ""shiny"" and ""glitters"" are related concepts, they are not synonymous in the strict logical sense required for entailment. Something can be shiny (reflecting light smoothly) without necessarily glittering (sparkling with flashes of light). Glittering implies a more dynamic, sparkling quality with intermittent flashes, whereas shiny describes a reflective surface quality. The premise does not logically guarantee that the cup glitters.

relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(shiny cup, glitter) }","isa_wn(shiny cup, glitter)",,answer: non-entailment,NO_RELATION,
vg_len84r1e,snli,train,The bus is gleaming,The bus is bright.,entailment,2,TRUE,,"(gleaming, bright)","(gleaming, bright)",,"(gleaming, bright)",TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(gleam, bright) }","isa_wn(gleam, bright)",,"answer: entailment
relations: { entails(gleam, bright) }","isa_wn(gleam, bright)",,"answer: entailment
relations: { entails(gleaming, bright) }","isa_wn(gleaming, bright)",,"answer: entailment  
relations: { entails(gleaming, bright) }","isa_wn(gleaming, bright)",,"answer: entailment
relations: { entails(gleaming, bright) }","isa_wn(gleaming, bright)",,"answer: entailment
relations: { entails(gleam, bright) }

Explanation: ""Gleaming"" means shining brightly or reflecting light brilliantly, which entails that something is bright. If the bus is gleaming, it must be bright.","isa_wn(gleam, bright)",,"answer: entailment
relations: { entails(gleaming, bright) }","isa_wn(gleaming, bright)",,"answer: entailment  
relations: { entails(gleaming, bright) }","isa_wn(gleaming, bright)",
