ID,dataset,split,premise,hypothesis,gold_label,annotator_count,all_present_exact_match,Alternative_KB,Ettore_KB,Jorryt_KB,Lasha_KB,Stefan_KB,Ettore_Jorryt_match,Ettore_Lasha_match,Ettore_Stefan_match,Jorryt_Lasha_match,Jorryt_Stefan_match,Lasha_Stefan_match,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_raw_response,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_KB,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_error,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_raw_response,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_KB,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_error,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_raw_response,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_KB,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_error,LLM__lex_few_shot_precision__openai_gpt-oss-20b_raw_response,LLM__lex_few_shot_precision__openai_gpt-oss-20b_KB,LLM__lex_few_shot_precision__openai_gpt-oss-20b_error,LLM__lex_few_shot_base__openai_gpt-5.4-mini_raw_response,LLM__lex_few_shot_base__openai_gpt-5.4-mini_KB,LLM__lex_few_shot_base__openai_gpt-5.4-mini_error,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_raw_response,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_KB,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_error,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_raw_response,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_KB,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_error,LLM__lex_few_shot_base__openai_gpt-oss-20b_raw_response,LLM__lex_few_shot_base__openai_gpt-oss-20b_KB,LLM__lex_few_shot_base__openai_gpt-oss-20b_error
7417714642.jpg#0r1e,snli,dev,A bride wearing her bridal gown is taking pictures with her colorful wedding bouquet in front of cows.,A bride is taking wedding pictures.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,"answer: entailment
relations: { entails(bridal gown, wedding picture) }","isa_wn(bridal gown, wedding picture)",,"answer: entailment
relations: { entails(taking pictures, taking wedding pictures) }","isa_wn(taking pictures, taking wedding pictures)",,"answer: entailment
relations: { entails(colorful wedding bouquet, wedding) }","isa_wn(colorful wedding bouquet, wedding)",,"**answer:** entailment  
**relations:** { }",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(bridal gown, wedding attire), entails(take picture, take wedding picture) }

Wait, let me reconsider this more carefully.

The premise states: ""A bride wearing her bridal gown is taking pictures with her colorful wedding bouquet in front of cows.""

The hypothesis states: ""A bride is taking wedding pictures.""

Key analysis:
- ""bride"" in premise → ""bride"" in hypothesis ✓
- ""taking pictures"" in premise → ""taking wedding pictures"" in hypothesis
  - The premise specifies she is taking pictures WITH her wedding bouquet (and wearing bridal gown, in front of cows)
  - The context makes clear these are wedding pictures
  - entails(take picture with wedding bouquet, take wedding picture) is too specific and contains a prepositional phrase

Let me reconsider: The premise describes a bride taking pictures with a wedding bouquet. This context strongly suggests these are wedding pictures. The entailment should focus on what can be inferred.

answer: entailment
relations: { entails(picture with wedding bouquet, wedding picture) }

Actually, this phrase contains a prepositional phrase ""with wedding bouquet"" which violates the rules.

Let me reconsider once more: The core entailment is that if someone is taking pictures in a wedding context (bride, bridal gown, wedding bouquet), then they are taking wedding pictures. This doesn't require a special lexical entailment - it follows from the context.

answer: entailment
relations: { }","isa_wn(bridal gown, wedding attire); isa_wn(take picture, take wedding picture); isa_wn(take picture with wedding bouquet, take wedding picture); isa_wn(picture with wedding bouquet, wedding picture)",,"answer: entailment
relations: { entails(colorful wedding bouquet, wedding) }","isa_wn(colorful wedding bouquet, wedding)",,"answer: entailment  
relations: { entails(wedding bouquet, wedding) }","isa_wn(wedding bouquet, wedding)",
7700959654.jpg#4r1e,snli,dev,A woman and a man are sword fighting.,Two people are opposing each other in a sword fight.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,"answer: entailment
relations: { entails(woman, person), entails(man, person), entails(sword fighting, sword fight), entails(fighting, opposing each other) }","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fighting, sword fight); isa_wn(fighting, opposing each other)",,"answer: entailment
relations: { entails(woman and man, people), entails(sword fighting, sword fight), entails(sword fighting, opposing each other) }","isa_wn(woman and man, people); isa_wn(sword fighting, sword fight); isa_wn(sword fighting, opposing each other)",,"answer: entailment
relations: { entails(woman, person), entails(man, person), entails(sword fight, sword fight), entails(sword fighting, oppose) }","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fight, sword fight); isa_wn(sword fighting, oppose)",,"answer: entailment  
relations: { entails(woman, person), entails(man, person), entails(sword fighting, sword fight) }","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fighting, sword fight)",,"answer: entailment
relations: { entails(woman and man, two people), entails(sword fight, opposing each other) }","isa_wn(woman and man, two people); isa_wn(sword fight, opposing each other)",,"answer: entailment
relations: { entails(woman and man, two people), entails(sword fighting, sword fight), entails(sword fight, oppose each other) }","isa_wn(woman and man, two people); isa_wn(sword fighting, sword fight); isa_wn(sword fight, oppose each other)",,"answer: entailment
relations: { entails(woman, person), entails(man, person), entails(sword fighting, oppose in sword fight) }","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fighting, oppose in sword fight)",,"**answer:** entailment  

**relations:** {entails(woman, person), entails(man, person), entails(sword fighting, sword fight), entails(sword fighting, opposing each other)}","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fighting, sword fight); isa_wn(sword fighting, opposing each other)",
7764955218.jpg#4r1e,snli,dev,Two men in yellow jackets and black pants have medals.,The men have been given an award at some point.,entailment,2,TRUE,,"(medal, award)","(medal, award)","(medal, award)",,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment  
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment
relations: { entails(medal, award) }

Explanation: The premise states that two men have medals. A medal is a type of award given to recognize achievement or performance. Therefore, if the men have medals, they have been given an award at some point. The lexical entailment relation entails(medal, award) captures the semantic connection needed to derive the hypothesis from the premise.","isa_wn(medal, award); isa_wn(medal, award)",,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment  
relations: { entails(medal, award) }","isa_wn(medal, award)",
8021,sick,train,A brown and white dog is playing on the grass,A brown and white dog is playing on the lawn,entailment,2,TRUE,,"(grass, lawn)",,"(grass, lawn)","(grass, lawn)",,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,answer: non-entailment,NO_RELATION,
8159685316.jpg#1r1e,snli,dev,"Female runners from Japan, Germany and China are running side by side.",The runners are not from the US,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { }

explanation: The premise states that female runners are from Japan, Germany, and China. Since the runners are explicitly from these three countries (and not from the US), the hypothesis that ""the runners are not from the US"" necessarily follows. This entailment requires no non-trivial lexical relations—it follows directly from the logical structure of the premise and hypothesis.",NO_RELATION,,answer: non-entailment,NO_RELATION,,answer: non-entailment,NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { }

explanation: The premise states that female runners are from Japan, Germany, and China. This directly entails that the runners are not from the US, since the runners' nationalities are explicitly specified as being from those three countries, which excludes the US. No lexical entailment relations are needed to establish this logical inference—it follows from the explicit information provided in the premise.",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,
82945847.jpg#0r1n,snli,dev,"Three sisters, barefoot in pink dresses and who range in age from preschool to teenager are pictured on a beach as they look out at the Ocean.","Three sisters, barefoot in pretty pink dresses and who range in age from preschool to teenager",entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { }",NO_RELATION,,"answer: non-entailment

explanation: The hypothesis is an incomplete sentence fragment that does not form a complete predicate. The premise states that the sisters ""are pictured on a beach as they look out at the Ocean,"" but the hypothesis lacks a main verb or predicate after describing the sisters. While the hypothesis shares the same descriptive opening as the premise, it cannot be evaluated as true or false because it is grammatically incomplete. Therefore, the premise does not entail the hypothesis.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is a truncated version of the premise that ends before ""are pictured on a beach as they look out at the Ocean."" The hypothesis describes the same three sisters with identical characteristics (barefoot, in pink dresses, age range from preschool to teenager). The word ""pretty"" added before ""pink dresses"" in the hypothesis does not negate the entailment—it is a natural elaboration consistent with the premise's description. All the core descriptive content of the hypothesis is explicitly stated in the premise, so the premise entails the hypothesis. No non-trivial lexical entailments are needed to explain this, as the phrases and their relationships are either identical or have transparent logical connections.",NO_RELATION,,"answer: entailment
relations: { entails(pink dress, pretty pink dress) }","isa_wn(pink dress, pretty pink dress)",,answer: non-entailment,NO_RELATION,
8343,sick,dev,A man in a motocross uniform is wearing a helmet and rides a red motorcycle,A person in a motocross uniform is wearing a helmet and rides a red motorcycle,entailment,2,TRUE,,"(man, person)",,"(man, person)","(man, person)",,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"**answer:** entailment  
**relations:** `{ entails(man, person) }`","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment  
relations: { entails(man, person) }","isa_wn(man, person)",
86112925.jpg#0r1e,snli,dev,"A woman in a patterned shirt hands a plate of food to another woman in an apron, while two women work in the background.",Several women collaborate to hand out food.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,,answer: non-entailment,NO_RELATION,,"answer: entailment

relations: { entails(hand, hand out), entails(plate of food, food), entails(work, collaborate) }","isa_wn(hand, hand out); isa_wn(plate of food, food); isa_wn(work, collaborate)",,"answer: entailment
relations: { entails(work, collaborate) }","isa_wn(work, collaborate)",,answer: non-entailment,NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(hand, hand out), entails(plate of food, food), entails(woman, woman) }

Wait, let me reconsider this more carefully.

The premise states:
- A woman in a patterned shirt hands a plate of food to another woman in an apron
- Two women work in the background

The hypothesis states:
- Several women collaborate to hand out food

For entailment to hold:
1. ""Several women"" - the premise mentions at least 4 women total (one in patterned shirt, one in apron, two in background), so ""several women"" is satisfied
2. ""collaborate"" - the premise shows women working together (one handing food to another, two working in background), which constitutes collaboration
3. ""hand out food"" - the premise explicitly states a woman ""hands a plate of food"" to another woman

The key lexical relations needed:
- ""hand"" entails ""hand out"" (to hand something to someone is to hand it out)
- ""work together"" entails ""collaborate"" (implicitly understood from the scenario)

answer: entailment
relations: { entails(hand, hand out) }","isa_wn(hand, hand out); isa_wn(plate of food, food); isa_wn(woman, woman); isa_wn(hand, hand out)",,answer: non-entailment,NO_RELATION,,"**answer:** entailment  
**relations:** { entails(plate of food, food), entails(hand plate of food, hand out food), entails(work, collaborate) }","isa_wn(plate of food, food); isa_wn(hand plate of food, hand out food); isa_wn(work, collaborate)",
8633,sick,dev,"A man is rock climbing, pausing and calculating the route","A man is rock climbing, stopping and calculating the route",entailment,2,TRUE,,"(pause, stop)","(pause, stop)",,"(pause, stop)",TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment  
relations: { entails(pausing, stopping) }","isa_wn(pausing, stopping)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",
89332423.jpg#4r1e,snli,dev,A man holding a large swordfish.,There is a person with a fish.,entailment,2,TRUE,,"(man, person); (swordfish, fish)","(swordfish, fish); (man, person)","(man, person); (swordfish, fish)",,FALSE,FALSE,,FALSE,,,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment  
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment  
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",
9433,sick,dev,The black and white dog is running in a green yard,A black and white dog is running outdoors,entailment,2,TRUE,,"(yard, outdoors)","(yard, outdoors)","(yard, outdoors)",,FALSE,FALSE,,TRUE,,,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment  
relations: { entails( green yard, outdoors ) }","isa_wn(green yard, outdoors)",
9668,sick,train,A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a horse that is pulling a carriage,entailment,2,TRUE,,"(escort, lead)",,"(escort, lead)","(escort, lead)",,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment  
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment  
relations: { entails(escort, lead) }","isa_wn(escort, lead)",
vg_len66r1e,snli,train,The cup is shiny.,The cup glitters,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(shiny, glitter) }","isa_wn(shiny, glitter)",,"answer: non-entailment

explanation: While ""shiny"" and ""glitters"" are related concepts, they do not have a strict entailment relationship. A cup being shiny (reflective) does not necessarily mean it glitters (sparkles with flashing light). Shininess is a reflective quality, while glittering implies active sparkling or twinkling, which are distinct phenomena. The premise does not provide sufficient information to conclude that the cup glitters.",NO_RELATION,,"answer: entailment
relations: { entails(shiny, glitter) }","isa_wn(shiny, glitter)",,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(shiny, glitter) }","isa_wn(shiny, glitter)",,"answer: non-entailment

explanation: While ""shiny"" and ""glitters"" are related concepts, they are not synonymous in a way that guarantees entailment. ""Shiny"" describes a reflective surface quality, whereas ""glitters"" implies a sparkling or twinkling effect with discrete points of light. A cup can be shiny (smooth and reflective) without necessarily glittering (sparkling with visible points of light). For example, a cup with a matte reflective coating could be shiny but not glitter. Therefore, the premise does not entail the hypothesis.

relations: { }",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment  
relations: { entails(shiny, glitter) }","isa_wn(shiny, glitter)",
vg_len84r1e,snli,train,The bus is gleaming,The bus is bright.,entailment,2,TRUE,,"(gleaming, bright)","(gleaming, bright)",,"(gleaming, bright)",TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(gleaming, bright) }","isa_wn(gleaming, bright)",,"answer: entailment
relations: { entails(gleam, bright) }","isa_wn(gleam, bright)",,"answer: entailment
relations: { entails(gleaming, bright) }","isa_wn(gleaming, bright)",,"answer: entailment
relations: { entails(gleaming, bright) }","isa_wn(gleaming, bright)",,"answer: entailment
relations: { entails(gleaming, bright) }","isa_wn(gleaming, bright)",,"answer: entailment
relations: { entails(gleam, bright) }","isa_wn(gleam, bright)",,"answer: entailment
relations: { entails(gleam, bright) }","isa_wn(gleam, bright)",,"answer: entailment
relations: { entails(gleam, bright) }","isa_wn(gleam, bright)",
