ID,dataset,split,premise,hypothesis,gold_label,annotator_count,all_present_exact_match,Alternative_KB,Ettore_KB,Jorryt_KB,Lasha_KB,Stefan_KB,Ettore_Jorryt_match,Ettore_Lasha_match,Ettore_Stefan_match,Jorryt_Lasha_match,Jorryt_Stefan_match,Lasha_Stefan_match,LLM__lex_few_shot_base__openai_gpt-5.4-mini_raw_response,LLM__lex_few_shot_base__openai_gpt-5.4-mini_KB,LLM__lex_few_shot_base__openai_gpt-5.4-mini_error,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_raw_response,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_KB,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_error,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_raw_response,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_KB,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_error,LLM__lex_few_shot_base__openai_gpt-oss-20b_raw_response,LLM__lex_few_shot_base__openai_gpt-oss-20b_KB,LLM__lex_few_shot_base__openai_gpt-oss-20b_error,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_raw_response,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_KB,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_error,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_raw_response,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_KB,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_error,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_raw_response,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_KB,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_error,LLM__lex_few_shot_precision__openai_gpt-oss-20b_raw_response,LLM__lex_few_shot_precision__openai_gpt-oss-20b_KB,LLM__lex_few_shot_precision__openai_gpt-oss-20b_error
7700959654.jpg#4r1e,snli,dev,A woman and a man are sword fighting.,Two people are opposing each other in a sword fight.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,"answer: entailment
relations: { entails(woman, person), entails(man, person), entails(sword fight, opposing each other) }","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fight, opposing each other)",,"answer: entailment
relations: { entails(woman and man, two people), entails(sword fighting, sword fight), entails(sword fight, oppose each other) }","isa_wn(woman and man, two people); isa_wn(sword fighting, sword fight); isa_wn(sword fight, oppose each other)",,"answer: entailment
relations: { entails(woman, person), entails(man, person), entails(sword fighting, oppose in sword fight) }","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fighting, oppose in sword fight)",,"answer: entailment  
relations: { entails(sword fighting, sword fight) }","isa_wn(sword fighting, sword fight)",,"answer: entailment
relations: { entails(woman, person), entails(man, person), entails(sword fighting, sword fight) }","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fighting, sword fight)",,"answer: entailment
relations: { entails(woman and man, people), entails(sword fighting, sword fight), entails(sword fight, oppose each other) }","isa_wn(woman and man, people); isa_wn(sword fighting, sword fight); isa_wn(sword fight, oppose each other)",,"answer: entailment
relations: { entails(woman, person), entails(man, person) }","isa_wn(woman, person); isa_wn(man, person)",,"**answer:** entailment  
**relations:** { enta​ils(woman and man, two people), enta​ils(sword fighting, sword fight) }",NO_RELATION,
7764955218.jpg#4r1e,snli,dev,Two men in yellow jackets and black pants have medals.,The men have been given an award at some point.,entailment,2,TRUE,,"(medal, award)","(medal, award)","(medal, award)",,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment  
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment
relations: { entails(medal, award) }","isa_wn(medal, award)",,"answer: entailment  
relations: { entails(medal, award) }","isa_wn(medal, award)",
8021,sick,train,A brown and white dog is playing on the grass,A brown and white dog is playing on the lawn,entailment,2,TRUE,,"(grass, lawn)",,"(grass, lawn)","(grass, lawn)",,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,"answer: entailment
relations: { entails(grass, lawn) }","isa_wn(grass, lawn)",,answer: non-entailment,NO_RELATION,
8159685316.jpg#1r1e,snli,dev,"Female runners from Japan, Germany and China are running side by side.",The runners are not from the US,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { }

explanation: The premise states that the runners are from Japan, Germany, and China. This directly entails that they are not from the US, since a person cannot simultaneously be from one of those countries and from the US. No lexical entailment relations are needed to explain this entailment, as it follows from the explicit geographical information provided in the premise through logical negation.",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { }

explanation: The premise states that female runners are from Japan, Germany, and China. The hypothesis states that the runners are not from the US. This entailment follows logically without requiring any non-trivial lexical relations. If the runners are from Japan, Germany, and China (as stated in the premise), then they cannot be from the US. This is a straightforward logical consequence that does not depend on semantic relationships between phrases, but rather on the explicit geographical information provided.",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,
82945847.jpg#0r1n,snli,dev,"Three sisters, barefoot in pink dresses and who range in age from preschool to teenager are pictured on a beach as they look out at the Ocean.","Three sisters, barefoot in pretty pink dresses and who range in age from preschool to teenager",entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is a truncated version of the premise that ends mid-sentence (""are pictured on a beach as they look out at the Ocean"" is omitted). However, everything explicitly stated in the hypothesis is directly present in the premise. The phrase ""pretty pink dresses"" in the hypothesis describes dresses that are pink, and the premise already establishes that the sisters are wearing ""pink dresses."" The descriptor ""pretty"" is a subjective characterization that is compatible with and does not contradict the premise's description. All the factual content in the hypothesis (three sisters, barefoot, pink dresses, age range from preschool to teenager) is entailed by the premise without requiring non-trivial lexical relations.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is entailed by the premise without requiring any non-trivial lexical relations. The premise states that three sisters are ""barefoot in pink dresses and who range in age from preschool to teenager"" and are ""pictured on a beach as they look out at the Ocean."" The hypothesis simply describes ""three sisters, barefoot in pretty pink dresses and who range in age from preschool to teenager."" 

The only difference is the addition of ""pretty"" as a modifier to ""pink dresses"" in the hypothesis. However, this is not a barrier to entailment—if the sisters are wearing pink dresses (as stated in the premise), then they are certainly wearing pink dresses that could be described as pretty. The core descriptive content of the hypothesis (three sisters, barefoot, in pink dresses, ranging in age from preschool to teenager) is directly supported by the premise. The word ""pretty"" is a subjective modifier that does not create a logical conflict; adding an evaluative descriptor to an existing noun phrase does not break the entailment relation.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,answer: non-entailment,NO_RELATION,
8343,sick,dev,A man in a motocross uniform is wearing a helmet and rides a red motorcycle,A person in a motocross uniform is wearing a helmet and rides a red motorcycle,entailment,2,TRUE,,"(man, person)",,"(man, person)","(man, person)",,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",,"answer: entailment
relations: { entails(man, person) }","isa_wn(man, person)",
86112925.jpg#0r1e,snli,dev,"A woman in a patterned shirt hands a plate of food to another woman in an apron, while two women work in the background.",Several women collaborate to hand out food.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(hand, hand out), entails(plate of food, food), entails(work, collaborate) }","isa_wn(hand, hand out); isa_wn(plate of food, food); isa_wn(work, collaborate)",,answer: non-entailment,NO_RELATION,,"answer: entailment  
relations: { entails(hand a plate of food to, hand out food) }","isa_wn(hand a plate of food to, hand out food)",,answer: non-entailment,NO_RELATION,,"answer: entailment

relations: { entails(hand, hand out), entails(plate of food, food) }","isa_wn(hand, hand out); isa_wn(plate of food, food)",,answer: non-entailment,NO_RELATION,,answer: non-entailment,NO_RELATION,
8633,sick,dev,"A man is rock climbing, pausing and calculating the route","A man is rock climbing, stopping and calculating the route",entailment,2,TRUE,,"(pause, stop)","(pause, stop)",,"(pause, stop)",TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment  
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pause, stop) }

explanation: The premise states that a man is rock climbing and pausing while calculating the route. The hypothesis states that a man is rock climbing and stopping while calculating the route. The verb ""pause"" entails ""stop"" because pausing is a type of stopping (a temporary cessation of activity). All other elements remain the same between the premise and hypothesis.","isa_wn(pause, stop)",,"answer: entailment
relations: { entails(pause, stop) }","isa_wn(pause, stop)",,"answer: entailment  
relations: { entails(pausing, stopping) }","isa_wn(pausing, stopping)",
89332423.jpg#4r1e,snli,dev,A man holding a large swordfish.,There is a person with a fish.,entailment,2,TRUE,,"(man, person); (swordfish, fish)","(swordfish, fish); (man, person)","(man, person); (swordfish, fish)",,FALSE,FALSE,,FALSE,,,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment  
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",,"answer: entailment  
relations: { entails(man, person), entails(swordfish, fish) }","isa_wn(man, person); isa_wn(swordfish, fish)",
9433,sick,dev,The black and white dog is running in a green yard,A black and white dog is running outdoors,entailment,2,TRUE,,"(yard, outdoors)","(yard, outdoors)","(yard, outdoors)",,FALSE,FALSE,,TRUE,,,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment  
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",,"answer: entailment  
relations: { entails(yard, outdoors) }","isa_wn(yard, outdoors)",
9668,sick,train,A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a horse that is pulling a carriage,entailment,2,TRUE,,"(escort, lead)",,"(escort, lead)","(escort, lead)",,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment  
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment
relations: { entails(escort, lead) }","isa_wn(escort, lead)",,"answer: entailment  
relations: { entails(escort, lead) }","isa_wn(escort, lead)",
vg_len66r1e,snli,train,The cup is shiny.,The cup glitters,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(shiny, glitter) }","isa_wn(shiny, glitter)",,"answer: non-entailment

explanation: While ""shiny"" and ""glitters"" are related concepts, they are not logically equivalent. A cup being shiny (reflective, lustrous) does not necessarily entail that it glitters (sparkles, emits flashes of light). A cup could be shiny due to a smooth, polished surface without necessarily glittering. Conversely, something could glitter without being uniformly shiny. The two properties describe different visual phenomena, so the premise does not logically entail the hypothesis.

relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(shiny, glitter) }","isa_wn(shiny, glitter)",,answer: non-entailment,NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: non-entailment

explanation: While ""shiny"" and ""glitters"" are related concepts, they are not equivalent in meaning. ""Shiny"" describes a reflective surface quality, whereas ""glitters"" describes an active sparkling or shimmering action/appearance. A shiny object does not necessarily glitter (sparkle with light), and conversely, something that glitters is not necessarily permanently shiny. The premise does not provide sufficient information to conclude that the cup glitters.",NO_RELATION,,answer: non-entailment,NO_RELATION,,answer: non-entailment,NO_RELATION,
vg_len84r1e,snli,train,The bus is gleaming,The bus is bright.,entailment,2,TRUE,,"(gleaming, bright)","(gleaming, bright)",,"(gleaming, bright)",TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(gleaming, bright) }","isa_wn(gleaming, bright)",,"answer: entailment
relations: { entails(gleaming, bright) }","isa_wn(gleaming, bright)",,"answer: entailment
relations: { entails(gleaming, bright) }","isa_wn(gleaming, bright)",,"**answer:** entailment  
**relations:** { entails(gleam, bright) }","isa_wn(gleam, bright)",,"answer: entailment
relations: { entails(gleaming, bright) }","isa_wn(gleaming, bright)",,"answer: entailment
relations: { entails(gleam, bright) }","isa_wn(gleam, bright)",,"answer: entailment
relations: { entails(gleaming, bright) }","isa_wn(gleaming, bright)",,"answer: entailment  
relations: { entails(gleam, bright) }","isa_wn(gleam, bright)",
